uniq_id,product_name,manufacturer,price,number_of_reviews,number_of_answered_questions,average_review_rating,product_information,main_category,sub_category,combined_description
2d91a14bda5f9a98ae5981bceea3e27f,60TH BIRTHDAY BANNER (NEW UNIQUE BLue hol) 12FT LONG,Every-occasion-party-supplies,2.01,1,1,5.0,"Technical Details Manufacturer recommended age:16 years and up ColorBlue ???? Additional Information ASINB00GL3DFXO Best Sellers Rank 230,071 in Toys & Games (See top 100) #2401 in??Toys & Games > Party Supplies > Banners, Stickers & Confetti > Banners Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available10 Nov. 2013 ???? Feedback ??Would you like to update product info or give feedback on images?",party supplies,"banners, stickers & confetti",12ft long 12ft long
a8d0e8ee6c6c0fde27b389219d05f897,"Disney Pixar Cars Dinoco Chick Hicks # 86 (new, without package)",Mattel,9.99,1,1,5.0,"Technical Details Item Weight100 g Product Dimensions10 x 6 x 8 cm Manufacturer recommended age:3 years and up ???? Additional Information ASINB00PS6QHDA Customer Reviews amznJQ.onReady('popover', function() { (function($) { if($.fn.acrPopover) return; var popoverConfig = { showOnHover:true, showCloseButton: ""ontouchstart"" in document.documentElement, width: null, location:'bottom', locationAlign:'left', locationOffset:[-20,0], group: 'reviewsPopover', clone:false, hoverHideDelay:300 }; $.fn.acrPopover = function() { return this.each(function() { var $this = $(this); if(!$this.data('init') && typeof $this.amazonPopoverTrigger === 'function') { $this.data('init', 1); var ajaxURL = '/gp/customer-reviews/common/du/displayHistoPopAjax.html?' + '&ASIN=' + $this.attr('name') + '&link=1' + '&seeall=1' + '&ref=' + $this.attr('ref'); var myConfig = $.extend(true, { destination: ajaxURL }, popoverConfig); $this.amazonPopoverTrigger(myConfig); } }); }; window.reviewHistPopoverConfig = popoverConfig; var jqInit = window.jQueryInitHistoPopovers = function(asin) { if (typeof $('.acr-popover[name=' + asin + ']').acrPopover === 'function') { $('.acr-popover[name=' + asin + ']').acrPopover(); } }; window.doInit_average_customer_reviews = jqInit; window.onAjaxUpdate_average_customer_reviews = jqInit; window.onCacheUpdate_average_customer_reviews = jqInit; window.onCacheUpdateReselect_average_customer_reviews = jqInit; amznJQ.onCompletion('amznJQ.criticalFeature', function() { setTimeout(function() { amznJQ.declareAvailable('acrPopover'); }, 10); }); })(jQuery); }); amznJQ.onReady('acrPopover', function() { jQuery('.acr-popover').each(function() { if (typeof jQuery(this).acrPopover === 'function') { jQuery(this).acrPopover(); } }); }); 5.0 out of 5 stars See all reviews 1 review 5.0 out of 5 stars Best Sellers Rank 312,302 in Toys & Games (See top 100) Shipping Weight100 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available19 Nov. 2014 ???? Feedback ??Would you like to update product info or give feedback on images?",characters & brands,disney,"Disney Pixar Cars Dinoco Chick Hicks # 86 (new, without package) Disney Pixar Cars Dinoco Chick Hicks # 86 (new, without package)"
83d8b6497c696aca1f5502ff35b02f5d,Disney Inside Out Anger Plush Toy 20cm,BARGAINS-GALORE,10.34,2,2,4.5,"Technical Details Item Weight200 g Product Dimensions23.6 x 22.2 x 10.8 cm Manufacturer recommended age:3 years and up ???? Additional Information ASINB012CW65GQ Best Sellers Rank 278,990 in Toys & Games (See top 100) #22020 in??Toys & Games > Soft Toys Shipping Weight200 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available23 July 2015 ???? Feedback ??Would you like to update product info or give feedback on images?",characters & brands,disney,"Colour Name:ANGER These are brand new inside out plush soft toys The 4 characters are: Anger,, Disgust, Joy, Sadness. These are approximately 12' tall and is an ideal gift for any young child. Colour Name:ANGER These are brand new inside out plush soft toys The 4 characters are: Anger,, Disgust, Joy, Sadness. These are approximately 12' tall and is an ideal gift for any young child."
0da2f3783f787b0427a22d085340766a,Gund Cookie Monster Hand Puppet,Gund,19.86,5,1,4.4,"Technical Details Item Weight113 g Product Dimensions29.5 x 20.8 x 9.1 cm Manufacturer recommended age:7 years and up Item model number75853 Assembly RequiredNo Batteries Required?No Batteries Included?No ???? Additional Information ASINB0006TPCSU Best Sellers Rank 141,598 in Toys & Games (See top 100) #411 in??Toys & Games > Puppets & Puppet Theatres > Hand Puppets Shipping Weight136 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available13 Feb. 2007 ???? Feedback ??Would you like to update product info or give feedback on images?",puppets & puppet theatres,hand puppets,Sesame Street Cookie Monster Hand Puppet Sesame Street Cookie Monster Hand Puppet
d5914b470803064836aac441470378ab,"Dominoes- double six, plastic,black spots,spinners-00120",Kent & Cleal,3.99,7,1,5.0,"Technical Details Manufacturer recommended age:6 years and up Item model number00120 Main Language(s)German ???? Additional Information ASINB003S687Z8 Best Sellers Rank 80,639 in Toys & Games (See top 100) #113 in??Toys & Games > Games > Dominoes & Tile Games Shipping Weight649 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available15 Jun. 2010 ???? Feedback ??Would you like to update product info or give feedback on images?",games,dominoes & tile games,"A good size set of solid, chunky double six plastic dominoes with spinners supplied in a durable plastic case. A good size set of solid, chunky double six plastic dominoes with spinners supplied in a durable plastic case."
2812d200d5b6ee65aec48d3366bbe9c9,Intex 12ft Easy Set Pool Cover,Intex,9.95,50,0,4.1,"Technical Details Item Weight9 g Product Dimensions26.7 x 10.2 x 30.5 cm Manufacturer recommended age:3 years and up Item model number28022E Assembly RequiredNo Batteries Required?No Batteries Included?No ???? Additional Information ASINB00005O1DZ Customer Reviews amznJQ.onReady('popover', function() { (function($) { if($.fn.acrPopover) return; var popoverConfig = { showOnHover:true, showCloseButton: ""ontouchstart"" in document.documentElement, width: null, location:'bottom', locationAlign:'left', locationOffset:[-20,0], group: 'reviewsPopover', clone:false, hoverHideDelay:300 }; $.fn.acrPopover = function() { return this.each(function() { var $this = $(this); if(!$this.data('init') && typeof $this.amazonPopoverTrigger === 'function') { $this.data('init', 1); var ajaxURL = '/gp/customer-reviews/common/du/displayHistoPopAjax.html?' + '&ASIN=' + $this.attr('name') + '&link=1' + '&seeall=1' + '&ref=' + $this.attr('ref'); var myConfig = $.extend(true, { destination: ajaxURL }, popoverConfig); $this.amazonPopoverTrigger(myConfig); } }); }; window.reviewHistPopoverConfig = popoverConfig; var jqInit = window.jQueryInitHistoPopovers = function(asin) { if (typeof $('.acr-popover[name=' + asin + ']').acrPopover === 'function') { $('.acr-popover[name=' + asin + ']').acrPopover(); } }; window.doInit_average_customer_reviews = jqInit; window.onAjaxUpdate_average_customer_reviews = jqInit; window.onCacheUpdate_average_customer_reviews = jqInit; window.onCacheUpdateReselect_average_customer_reviews = jqInit; amznJQ.onCompletion('amznJQ.criticalFeature', function() { setTimeout(function() { amznJQ.declareAvailable('acrPopover'); }, 10); }); })(jQuery); }); amznJQ.onReady('acrPopover', function() { jQuery('.acr-popover').each(function() { if (typeof jQuery(this).acrPopover === 'function') { jQuery(this).acrPopover(); } }); }); 4.1 out of 5 stars See all reviews 50 reviews 4.1 out of 5 stars Best Sellers Rank 87,650 in Toys & Games (See top 100) #5 in??Home & Garden > Garden & Outdoors > Pools, Hot Tubs & Supplies > Covers & Accessories > Cover Sets #100 in??Toys & Games > Sports Toys & Outdoor > Garden Tools #110 in??Toys & Games > Sports Toys & Outdoor > Beach Toys > Paddling Pools Shipping Weight3.1 Kg Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available7 Sept. 2007 ???? Feedback ??Would you like to update product info or give feedback on images?",sports toys & outdoor,beach toys,"Product Description John Adams 58919 12' Easy Set Pool Cover, This pool cover helps to keep your pool clean by preventing leaves, dust, dirt and debris getting in to your pool, It fits 12ft Intex, Bestway and O'Blue pools that have the inflatable top ring, Please note this is not a safety cover. Manufacturer's Description Fits 12 foot (366cm) diameter pools with a 14 inch (36cm) overhang with rope tie. See all Product Description Product Description John Adams 58919 12' Easy Set Pool Cover, This pool cover helps to keep your pool clean by preventing leaves, dust, dirt and debris getting in to your pool, It fits 12ft Intex, Bestway and O'Blue pools that have the inflatable top ring, Please note this is not a safety cover. Manufacturer's Description Fits 12 foot (366cm) diameter pools with a 14 inch (36cm) overhang with rope tie. See all Product Description"
9a4408d8fa562363ba66119fe475361f,NEW GIANT DOMINOES SUMMER GARDEN PATIO PART GAME INDOOR OUTDOOR FAMILY KIDS CHILDRENS ADULT GAME TOY PARTY FUN DOMINOS DOMINO,SMART SHOPPING,10.16,8,1,4.0,"Technical Details Manufacturer recommended age:5 years and up Item model numberSG-1006 ???? Additional Information ASINB00IHTN48Q Best Sellers Rank 19,015 in Toys & Games (See top 100) #36 in??Toys & Games > Games > Dominoes & Tile Games Shipping Weight1.5 Kg Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available17 Feb. 2014 ???? Feedback ??Would you like to update product info or give feedback on images?",games,dominoes & tile games,GIANT DOMINOES A GIANT OUTDOORS DOMINOES GAME FOR ALL THE FAMILY. MAIN FEATURES 28 LIGHTWEIGHT FOAM DOMINOES. SUITABLE FOR 2 OR MORE PLAYERS. IDEAL FOR PLAYING OUTDOORS. PACKED IDEAL FOR AGE 5+ APROX 7.5 INCH X 4 INCHES 1.85 CM X 10CM GIANT DOMINOES A GIANT OUTDOORS DOMINOES GAME FOR ALL THE FAMILY. MAIN FEATURES 28 LIGHTWEIGHT FOAM DOMINOES. SUITABLE FOR 2 OR MORE PLAYERS. IDEAL FOR PLAYING OUTDOORS. PACKED IDEAL FOR AGE 5+ APROX 7.5 INCH X 4 INCHES 1.85 CM X 10CM
18a823d4f18236012738a5b71a7804fa,Airfix A02322 LWB Landrover (Soft Top) and GS Trailer 1:76 Scale Series 2 Plastic Model Kit,Airfix,7.49,6,2,4.0,"Technical Details Item Weight109 g Product Dimensions22.9 x 12.7 x 5.1 cm Manufacturer recommended age:8 - 3 years Item model numberA02322 Main Language(s)English Number of Puzzle Pieces84 Assembly RequiredYes Scale1:76 Batteries Required?No Batteries Included?No ???? Additional Information ASINB0018RM9F8 Best Sellers Rank 85,227 in Toys & Games (See top 100) #3787 in??Toys & Games > Dolls & Accessories #4765 in??Toys & Games > Arts & Crafts > Children's Craft Kits #6013 in??Toys & Games > Soft Toys Shipping Weight118 g Delivery information: We cannot deliver certain products outside mainland UK ( Details). We will only be able to confirm if this product can be delivered to your chosen address when you enter your delivery address at checkout. Date First Available1 May 2008 ???? Feedback ??Would you like to update product info or give feedback on images?",die-cast & toy vehicles,toy vehicles & accessories,Product Description The long-wheel base Landrover is used extensively as an all-purpose cross country vehicle by the British Army (amongst many others). The soft top version can carry 10 passengers plus the driver. Manufacturer's Description The long-wheel base Landrover is used extensively as an all-purpose cross country vehicle by the British Army (amongst many others). The soft top version can carry 10 passengers plus the driver. See all Product Description Product Description The long-wheel base Landrover is used extensively as an all-purpose cross country vehicle by the British Army (amongst many others). The soft top version can carry 10 passengers plus the driver. Manufacturer's Description The long-wheel base Landrover is used extensively as an all-purpose cross country vehicle by the British Army (amongst many others). The soft top version can carry 10 passengers plus the driver. See all Product Description
8f39c4258624b513676513da45276d79,Ridley's Games Room Classic Charades,Ridley's,7.95,5,1,4.6,"Technical Details Item Weight363 g Product Dimensions13 x 9.4 x 5.6 cm Manufacturer recommended age:5 years and up Manufacturer referenceAGAM010 Assembly RequiredNo Batteries Required?No Batteries Included?No ???? Additional Information ASINB011CG4BC8 Best Sellers Rank 9,962 in Toys & Games (See top 100) #38 in??Toys & Games > Games > Trivia & Quiz Games Shipping Weight363 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available9 July 2015 ???? Feedback ??Would you like to update product info or give feedback on images?",games,trivia & quiz games,"Simply 'act out' the titles of books, films, songs, tv shows and plays without speaking for your team to guess. Includes 700 titles. Simply 'act out' the titles of books, films, songs, tv shows and plays without speaking for your team to guess. Includes 700 titles."
de69a3e02a0e71e8e872d3548f7ef15c,"2006 Suzuki GSX-R 750 [Maisto 31153], Blau / Wei??, 1:12 Die Cast",Maisto,15.0,1,1,5.0,"Technical Details Manufacturer recommended age:14 years and up Manufacturer reference31153B Scale1:12 ???? Additional Information ASINB00A7CETF8 Best Sellers Rank 368,920 in Toys & Games (See top 100) Shipping Weight399 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available9 Dec. 2011 ???? Feedback ??Would you like to update product info or give feedback on images?",die-cast & toy vehicles,toy vehicles & accessories,Blue / WhiteManufacturer: MaistoScale: 1:12Die Cast Blue / WhiteManufacturer: MaistoScale: 1:12Die Cast
d759e34afe49e00c633ca9c8a9fdbad5,Skylanders Giants Trading Card Starter Pack,Unknown,4.44,20,1,4.6,"Technical Details Item Weight313 g Product Dimensions31 x 24 x 2 cm Manufacturer recommended age:6 months - 3 years Item model number11335 Main Language(s)German Assembly RequiredNo Batteries Required?No Batteries Included?No ???? Additional Information ASINB008I9LWGG Best Sellers Rank 105,240 in Toys & Games (See top 100) #2220 in??Toys & Games > Games > Card Games Shipping Weight299 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available18 Sept. 2012 ???? Feedback ??Would you like to update product info or give feedback on images?",hobbies,trading cards & accessories,"Product Description Skylanders Giants from Activision is coming soon, so Topps have created a brand new set of cool Skylanders Collector Cards! With over 160 cards to collect, including all the new Skylanders characters; Giants such as Bouncer and Tree Rex, and the Light Core characters, this set will be the perfect companion to the new video game and toys. Look out for puzzle cards to collect and build, plus unique 'colour me in' cards as well as the 32 special rainbow foil character cards! The starter pack is great value and includes: 1 x 24-page collector binder 1 x A1 checklist poster + collector guide 1 x Pack of trading cards 1 x Limited edition card Box Contains 1x Skylanders Giants Starter Pack Product Description Skylanders Giants from Activision is coming soon, so Topps have created a brand new set of cool Skylanders Collector Cards! With over 160 cards to collect, including all the new Skylanders characters; Giants such as Bouncer and Tree Rex, and the Light Core characters, this set will be the perfect companion to the new video game and toys. Look out for puzzle cards to collect and build, plus unique 'colour me in' cards as well as the 32 special rainbow foil character cards! The starter pack is great value and includes: 1 x 24-page collector binder 1 x A1 checklist poster + collector guide 1 x Pack of trading cards 1 x Limited edition card Box Contains 1x Skylanders Giants Starter Pack"
ce080ef8946d2be4d6a1217bea4c844a,"The Wizard Of Oz, Tin Man. Bobble head.",FunKo,24.99,2,1,5.0,"Technical Details Item Weight227 g Product Dimensions7.6 x 7.6 x 17.8 cm Manufacturer recommended age:3 years and up Item model number2084 Main Language(s)English ???? Additional Information ASINB0037ZWZY4 Best Sellers Rank 350,046 in Toys & Games (See top 100) #13623 in??Toys & Games > Figures & Playsets > Science Fiction & Fantasy Shipping Weight295 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available13 Oct. 2010 ???? Feedback ??Would you like to update product info or give feedback on images?",hobbies,collectible figures & memorabilia,- Bobble Head de The Wizord of Oz - L'homme de Fer - Taille 18cm - Bobble Head de The Wizord of Oz - L'homme de Fer - Taille 18cm
